Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2014-08-27 00:00:00-04:00,,,,,0,0.074,0.0
2014-08-28 00:00:00-04:00,15.117461204528809,15.393132346506327,15.031848348808282,15.22704383097015,1148500,0.0,0.0
2014-08-29 00:00:00-04:00,15.074657440185547,15.233897486562025,15.043837523500324,15.151708864828386,1237500,0.0,0.0
2014-09-02 00:00:00-04:00,15.050688743591309,15.167121556745492,14.983911701094819,15.019868821351402,1563000,0.0,0.0
2014-09-03 00:00:00-04:00,15.112334251403809,15.223629896223445,15.021584138270141,15.144867125969027,2309000,0.0,0.0
2014-09-04 00:00:00-04:00,15.372588157653809,15.53011525467575,15.203075356497472,15.203075356497472,1515500,0.0,0.0
2014-09-05 00:00:00-04:00,15.353753089904785,15.394847396910547,15.280125925930264,15.374300243407667,1591500,0.0,0.0
2014-09-08 00:00:00-04:00,15.227044105529785,15.466759779283707,15.180814240340535,15.326355607810873,1454000,0.0,0.0
2014-09-09 00:00:00-04:00,15.095203399658203,15.376011780117315,15.047260585088582,15.172254818196423,1581500,0.0,0.0
2014-09-10 00:00:00-04:00,15.052395820617676,15.170539898444432,14.91884015474751,15.011301518360789,1182000,0.0,0.0
2014-09-11 00:00:00-04:00,15.175679206848145,15.194513417616927,14.92911499191558,14.949662145904098,695500,0.0,0.0
2014-09-12 00:00:00-04:00,15.12259578704834,15.192798683432116,15.08321443116614,15.170538591240462,918500,0.0,0.0
2014-09-15 00:00:00-04:00,14.831512451171875,15.17396383741934,14.713368388504314,15.17396383741934,1197500,0.0,0.0
2014-09-16 00:00:00-04:00,15.091779708862305,15.156845426184036,14.650018334967807,14.727069756378821,1284500,0.0,0.0
2014-09-17 00:00:00-04:00,15.096917152404785,15.225335645878122,14.999318574827534,15.225335645878122,1304500,0.0,0.0
2014-09-18 00:00:00-04:00,15.316081047058105,15.333203944908169,15.117461310543256,15.191086832025585,1046500,0.0,0.0
2014-09-19 00:00:00-04:00,15.211634635925293,15.423954659350809,14.990754796136669,15.307520255315147,2030500,0.0,0.0
2014-09-22 00:00:00-04:00,14.898289680480957,15.235602206485572,14.80069114262305,15.108896707873475,1507500,0.0,0.0
2014-09-23 00:00:00-04:00,14.949662208557129,15.14999491962269,14.812682270012704,14.84521512788673,870500,0.0,0.0
2014-09-24 00:00:00-04:00,15.12259578704834,15.199647188908335,14.9496587768041,15.054105833498264,1328500,0.0,0.0
2014-09-25 00:00:00-04:00,14.548992156982422,15.064380580066247,14.485639397509436,15.023286280380777,1671000,0.0,0.0
2014-09-26 00:00:00-04:00,14.67398738861084,14.867471566261912,14.57125326516698,14.61577182077384,1432000,0.0,0.0
2014-09-29 00:00:00-04:00,14.55241870880127,14.850351612123882,14.360647457212051,14.51132603555329,1819500,0.0,0.0
2014-09-30 00:00:00-04:00,14.667142868041992,14.68940296835895,14.437701521545847,14.639747203207953,1811500,0.0,0.0
2014-10-01 00:00:00-04:00,14.203119277954102,14.740766204343348,14.002786591933894,14.735629008234518,1795000,0.0,0.0
2014-10-02 00:00:00-04:00,14.110660552978516,14.37434768586923,13.941147746033721,14.180861836907305,1432000,0.0,0.0
2014-10-03 00:00:00-04:00,14.275031089782715,14.439406641241526,14.211678335841867,14.245922493969905,1300500,0.0,0.0
2014-10-06 00:00:00-04:00,14.413729667663574,14.602076694654473,14.254489615141111,14.394893821913593,1507500,0.0,0.0
2014-10-07 00:00:00-04:00,14.326404571533203,14.59522892657747,14.29729759558962,14.329830458519439,1888500,0.0,0.0
2014-10-08 00:00:00-04:00,14.554131507873535,14.70994564824736,14.151753165804621,14.394891481244164,4031500,0.0,0.0
2014-10-09 00:00:00-04:00,14.554131507873535,14.876034181528667,14.537008608314114,14.596937123842508,3362000,0.0,0.0
2014-10-10 00:00:00-04:00,14.283591270446777,14.826375253463238,14.168869840097042,14.629465238210466,4649000,0.0,0.0
2014-10-13 00:00:00-04:00,14.21338939666748,14.566113526904168,14.126065243687867,14.247635187124844,4048000,0.0,0.0
2014-10-14 00:00:00-04:00,14.701382637023926,14.982190943893164,14.22024004128395,14.364068447300502,2840000,0.0,0.0
2014-10-15 00:00:00-04:00,15.237318992614746,15.317794656496266,14.36064650628607,14.574677839936188,5661500,0.0,0.0
2014-10-16 00:00:00-04:00,15.084933280944824,15.206501648933171,14.711661826527568,14.869188944669999,4082500,0.0,0.0
2014-10-17 00:00:00-04:00,15.078082084655762,15.3914249884376,14.995895093722186,15.259580601579247,1579000,0.0,0.0
2014-10-20 00:00:00-04:00,15.44450569152832,15.507858472695624,15.078082754630664,15.120890011849028,2409500,0.0,0.0
2014-10-21 00:00:00-04:00,15.790369033813477,16.261237110507462,15.682497758709596,15.682497758709596,2943500,0.0,0.0
2014-10-22 00:00:00-04:00,15.747563362121582,16.13110734443412,15.713319209324736,15.768110506971267,1778000,0.0,0.0
2014-10-23 00:00:00-04:00,15.76982307434082,16.048920016237638,15.744138735657387,15.929063034906084,2286500,0.0,0.0
2014-10-24 00:00:00-04:00,15.879413604736328,15.999270633656048,15.547236544096476,15.653396559956542,1536500,0.0,0.0
2014-10-27 00:00:00-04:00,15.747563362121582,15.858860532801451,15.540382237024756,15.720167713298316,2376000,0.0,0.0
2014-10-28 00:00:00-04:00,15.881124496459961,15.959888851195846,15.679078862787721,15.74756882507003,1847500,0.0,0.0
2014-10-29 00:00:00-04:00,15.754417419433594,16.10885289866453,15.723595878024808,16.040362943098508,2117500,0.0,0.0
2014-10-30 00:00:00-04:00,16.09687042236328,16.25097326149455,15.778391983525838,15.79208899762571,2309500,0.0,0.0
2014-10-31 00:00:00-04:00,16.21843910217285,16.401650530959156,16.194467696491976,16.261244717194547,1968500,0.0,0.0
2014-11-03 00:00:00-05:00,16.066049575805664,16.367405096608618,16.01468087712174,16.35028219704731,2130500,0.0,0.0
2014-11-04 00:00:00-05:00,16.107149124145508,16.27666198312969,15.875996413116376,15.949621973384547,3996000,0.0,0.0
2014-11-05 00:00:00-05:00,15.983858108520508,16.351992218668542,15.882835305259308,16.278365070053077,1482000,0.0,0.0
2014-11-06 00:00:00-05:00,15.889690399169922,16.112283247204573,15.720177572543147,16.036944757458215,1578500,0.0,0.0
2014-11-07 00:00:00-05:00,15.71845817565918,15.985569455886704,15.715033923286384,15.84173942572543,1715500,0.0,0.0
2014-11-10 00:00:00-05:00,15.937627792358398,15.997557934544538,15.817770773844934,15.862289328282708,2815000,0.0,0.0
2014-11-11 00:00:00-05:00,16.069473266601562,16.283504604836757,15.990708911134531,16.086596165563464,2407000,0.0,0.0
2014-11-12 00:00:00-05:00,16.2544002532959,16.47528015569847,16.13454319508209,16.163650171412623,2599000,0.0,0.0
2014-11-13 00:00:00-05:00,16.780057907104492,16.98210355063387,16.1020067575509,16.21330233934083,4911500,0.0,0.0
2014-11-14 00:00:00-05:00,17.23208999633789,17.343385565142963,16.773205810560462,17.01976998462507,3265000,0.0,0.0
2014-11-17 00:00:00-05:00,17.31427764892578,17.43242171713475,17.095109143350577,17.23722624669902,1929500,0.0,0.0
2014-11-18 00:00:00-05:00,17.447839736938477,17.464962641555555,17.08484265029272,17.297162748512353,1914000,0.0,0.0
