,Date,Close,High,Low,Open,Volume,Dividends,Stock Splits,Return (%)
1,2023-08-15 00:00:00-04:00,485.39251708984375,488.5909873674116,484.72698379116014,487.03147809462286,244800.0,0.0,0.0,
2,2023-08-16 00:00:00-04:00,486.9917602539063,493.7463097083288,485.9388504521806,486.5447874023359,348200.0,0.0,0.0,0.32947421061428894
3,2023-08-17 00:00:00-04:00,480.6842346191406,489.0578593190168,480.30677067638607,486.43549738841847,370500.0,0.0,0.0,-1.2952017158313067
4,2023-08-18 00:00:00-04:00,482.1940612792969,484.1210917082042,478.2704612079552,480.2769736847561,645100.0,0.0,0.0,0.31409947558453943
5,2023-08-21 00:00:00-04:00,482.7701721191406,484.6574918470165,479.2339788082567,482.3430546285243,248700.0,0.0,0.0,0.11947696707736988
6,2023-08-22 00:00:00-04:00,482.3629150390625,483.9323672172685,480.9027734135396,482.1642705432967,201400.0,0.0,0.0,-0.08435837663508527
7,2023-08-23 00:00:00-04:00,487.9353942871094,488.4618491600895,482.9787702765886,485.3329181107356,272900.0,0.0,0.0,1.1552462003832975
8,2023-08-24 00:00:00-04:00,484.63763427734375,492.6536812278178,484.1906614054996,488.6307738136133,252100.0,0.0,0.0,-0.6758599700650514
9,2023-08-25 00:00:00-04:00,492.6933898925781,493.85554959656,485.730253248949,486.3262473524491,287300.0,0.0,0.0,1.6622224617876658
10,2023-08-28 00:00:00-04:00,495.7527770996094,497.1036990755521,492.3854604642758,493.3191774776941,314300.0,0.0,0.0,0.6209515430475543
11,2023-08-29 00:00:00-04:00,498.9810485839844,499.6266962298127,493.984683405884,494.67007207540735,263600.0,0.0,0.0,0.6511857590111525
12,2023-08-30 00:00:00-04:00,502.6066589355469,503.86818640783696,499.726056015773,499.726056015773,383100.0,0.0,0.0,0.7266028162494997
13,2023-08-31 00:00:00-04:00,500.798828125,504.3747320992544,500.6498068648068,501.1564063970178,351600.0,0.0,0.0,-0.3596909787020319
14,2023-09-01 00:00:00-04:00,501.8815612792969,505.1396281686818,499.8551933622646,505.1396281686818,173500.0,0.0,0.0,0.21620121563594719
15,2023-09-05 00:00:00-04:00,493.4184875488281,501.2259466189772,493.22975557815465,499.97436203735714,238400.0,0.0,0.0,-1.6862691087706771
16,2023-09-06 00:00:00-04:00,492.4152526855469,495.7726264459454,490.9153397817094,492.20663505005353,223600.0,0.0,0.0,-0.2033233226150566
17,2023-09-07 00:00:00-04:00,494.1734313964844,496.0806065199232,490.4981595802884,492.60400951512383,344200.0,0.0,0.0,0.3570520412088607
18,2023-09-08 00:00:00-04:00,491.81927490234375,496.39843518460646,490.9550970834192,495.4945163413866,245500.0,0.0,0.0,-0.47638265122591505
19,2023-09-11 00:00:00-04:00,494.5210571289063,494.8885782180715,491.3821833067522,491.4914332247126,355800.0,0.0,0.0,0.5493445182885637
20,2023-09-12 00:00:00-04:00,508.3678588867188,508.7155246294467,496.6566857489728,499.79555964052855,456800.0,0.0,0.0,2.8000429017531303
21,2023-09-13 00:00:00-04:00,511.3477478027344,511.7053866784146,504.354843778733,508.0797687697133,343900.0,0.0,0.0,0.5861678436046791
22,2023-09-14 00:00:00-04:00,519.8803100585938,521.0524124553779,514.4071441778674,514.5958761264108,460400.0,0.0,0.0,1.668641798565429
23,2023-09-15 00:00:00-04:00,511.6358642578125,521.2511303414485,511.2285718276287,520.8438379112647,841800.0,0.0,0.0,-1.5858353627303257
24,2023-09-18 00:00:00-04:00,511.2882080078125,514.0098771354136,510.2253553508586,511.00016893570097,263900.0,0.0,0.0,-0.0679499375017989
25,2023-09-19 00:00:00-04:00,511.7948303222656,512.7186045880906,508.1195886157984,510.7022097395592,272400.0,0.0,0.0,0.09908742398483383
26,2023-09-20 00:00:00-04:00,511.0895385742188,518.7975991152811,510.8213245735293,514.0595357409856,223900.0,0.0,0.0,-0.1378075170479387
27,2023-09-21 00:00:00-04:00,501.05706787109375,509.53994242691886,500.97761613755216,509.47046384115873,366300.0,0.0,0.0,-1.9629575536045052
28,2023-09-22 00:00:00-04:00,501.37493896484375,506.57989148378607,500.8286287199084,501.5537281017114,391400.0,0.0,0.0,0.06344009777181636
29,2023-09-25 00:00:00-04:00,502.1398010253906,502.3782168650152,498.64334861727633,499.5274121324463,317500.0,0.0,0.0,0.15255291022842066
30,2023-09-26 00:00:00-04:00,475.6679992675781,500.55051897624793,475.3501316934679,496.5077260248087,859300.0,0.0,0.0,-5.271799149112654
31,2023-09-27 00:00:00-04:00,477.86322021484375,481.518636741675,471.5656165922918,478.6976301870427,718500.0,0.0,0.0,0.461502760464394
32,2023-09-28 00:00:00-04:00,480.6544494628906,485.7004683416749,476.9593222963641,477.9724910805575,565000.0,0.0,0.0,0.5841063153577686
33,2023-09-29 00:00:00-04:00,477.7936706542969,485.25343340062784,477.1082820084336,482.154300556821,499800.0,0.0,0.0,-0.5951840894826921
34,2023-10-02 00:00:00-04:00,481.62786865234375,482.4523357588923,475.5587382627455,477.5850757950767,499300.0,0.0,0.0,0.8024798639120201
35,2023-10-03 00:00:00-04:00,477.6546020507813,483.1377113303885,475.6977734720192,478.65785826881466,486600.0,0.0,0.0,-0.8249660910777723
36,2023-10-04 00:00:00-04:00,480.7041015625,483.42577064804897,476.7209050259107,479.0551976385444,346500.0,0.0,0.0,0.6384319335825284
37,2023-10-05 00:00:00-04:00,478.6280517578125,481.2305279281356,476.21430755222445,480.763669433294,301700.0,0.0,0.0,-0.43187686519408075
38,2023-10-06 00:00:00-04:00,489.9617919921875,492.0576687781853,476.7805033805444,476.8202444055146,613100.0,0.0,0.0,2.3679640574242544
39,2023-10-09 00:00:00-04:00,498.8618774414063,499.10026296686704,487.1209052961339,488.2135561436968,384000.0,0.0,0.0,1.8164856106495542
40,2023-10-10 00:00:00-04:00,503.2523193359375,506.2421720793766,495.6534475176012,499.25918003705846,498300.0,0.0,0.0,0.8800916833030303
41,2023-10-11 00:00:00-04:00,509.08306884765625,510.04655376079,503.7390378161256,503.7390378161256,353700.0,0.0,0.0,1.1586135399063169
42,2023-10-12 00:00:00-04:00,511.5464782714844,521.857076618895,507.841438544514,515.7084640061485,509800.0,0.0,0.0,0.4838914461257282
43,2023-10-13 00:00:00-04:00,509.2022399902344,515.3210237008992,507.5533361510389,514.138978360232,262200.0,0.0,0.0,-0.45826496336582867
44,2023-10-16 00:00:00-04:00,513.2251586914062,517.456683462991,511.5067459152328,514.3674933487821,283800.0,0.0,0.0,0.7900434022538816
45,2023-10-17 00:00:00-04:00,510.831298828125,513.225157433151,507.7818194315388,513.225157433151,327100.0,0.0,0.0,-0.46643462868909413
46,2023-10-18 00:00:00-04:00,504.79193115234375,511.029907679192,504.1760817042898,510.7716971260061,250600.0,0.0,0.0,-1.1822626549383153
47,2023-10-19 00:00:00-04:00,499.4578552246094,506.7388291693242,497.4314873839408,505.3978500054477,312200.0,0.0,0.0,-1.0566880329401673
48,2023-10-20 00:00:00-04:00,494.85882568359375,500.4710405635232,493.825771216987,499.77573934281367,406600.0,0.0,0.0,-0.9208043267128985
49,2023-10-23 00:00:00-04:00,496.1401977539063,500.28229773822767,495.5442036394192,495.5442036394192,273200.0,0.0,0.0,0.2589368934751146
50,2023-10-24 00:00:00-04:00,502.4378051757813,503.1629045772069,495.9613822277963,497.7891056103031,385200.0,0.0,0.0,1.2693201337817595
51,2023-10-25 00:00:00-04:00,498.1565856933594,504.7720562132244,497.3718596624856,500.46104961706845,387100.0,0.0,0.0,-0.8520894403883705
52,2023-10-26 00:00:00-04:00,495.2859191894531,502.9840979855444,495.1667264324509,497.6798081043115,411500.0,0.0,0.0,-0.5762578647656946
53,2023-10-27 00:00:00-04:00,493.0906982421875,496.5672950696406,491.28286061666745,496.08058121412313,464600.0,0.0,0.0,-0.4432229672222787
54,2023-10-30 00:00:00-04:00,499.4479064941406,501.6530634470221,492.97151406150266,496.6566982749172,302700.0,0.0,0.0,1.2892573870518786
55,2023-10-31 00:00:00-04:00,503.7291259765625,505.43762637079993,499.1300797245065,499.60688110668497,349500.0,0.0,0.0,0.8571903949850856
56,2023-11-01 00:00:00-04:00,505.5964965820313,508.4770992424866,501.2855202684431,505.3183700557842,327300.0,0.0,0.0,0.3707092778978405
57,2023-11-02 00:00:00-04:00,507.6725463867188,510.7915347268337,503.570157158852,506.1031245390083,478000.0,0.0,0.0,0.4106139616714355
58,2023-11-03 00:00:00-04:00,514.9833374023438,517.4864459101617,510.1061347230518,510.5630807066162,293700.0,0.0,0.0,1.4400603435538173
59,2023-11-06 00:00:00-05:00,515.2416381835938,517.4467649275261,512.2418121831049,517.1090723078269,277500.0,0.0,0.0,0.05015711431615166
60,2023-11-07 00:00:00-05:00,522.7410888671875,524.6879442154824,513.155590869632,516.3640341894846,609000.0,0.0,0.0,1.4555210852197353
61,2023-11-08 00:00:00-05:00,523.6847534179688,525.4230517815931,520.5458492787985,524.0323888398794,288800.0,0.0,0.0,0.18052236008962996
62,2023-11-09 00:00:00-05:00,522.8106079101562,527.1314965287701,521.4497735347752,525.0952163823777,241700.0,0.0,0.0,-0.16692208472887105
63,2023-11-10 00:00:00-05:00,529.912841796875,530.4989234103654,521.9465091258274,526.2177448506653,311000.0,0.0,0.0,1.3584716490563808
64,2023-11-13 00:00:00-05:00,532.6841430664062,534.0052061046242,527.0520130010378,529.3366820938422,238100.0,0.0,0.0,0.5229730346096417
65,2023-11-14 00:00:00-05:00,544.255615234375,545.9684577885826,538.0018952370374,541.5569810692703,390900.0,1.35,0.0,2.172295218205167
66,2023-11-15 00:00:00-05:00,544.9526977539062,549.2745846507304,544.0664030891124,546.6256685842757,526800.0,0.0,0.0,0.12807998668622478
67,2023-11-16 00:00:00-05:00,551.1267700195312,554.7515703721757,544.4447941590283,547.1832998884081,492700.0,0.0,0.0,1.1329556291898912
68,2023-11-17 00:00:00-05:00,545.6796264648438,554.5424515418492,545.141905377898,553.6561568781391,344300.0,0.0,0.0,-0.988364900963612
69,2023-11-20 00:00:00-05:00,548.5376586914062,550.6388248525265,543.7278298178093,545.7294382649603,293700.0,0.0,0.0,0.5237564475474521
70,2023-11-21 00:00:00-05:00,550.9276123046875,552.7400125418505,548.3683468435311,549.2446735687538,263200.0,0.0,0.0,0.4356954486921971
71,2023-11-22 00:00:00-05:00,552.5010375976562,556.6735271723894,551.4554384169816,553.6760982824195,206400.0,0.0,0.0,0.2855956495603218
72,2023-11-24 00:00:00-05:00,552.5806884765625,553.7358132388947,545.2315300702153,548.6571542075371,114100.0,0.0,0.0,0.014416421596696871
73,2023-11-27 00:00:00-05:00,552.4412841796875,556.1158635499955,552.0927106036133,553.158245627529,215900.0,0.0,0.0,-0.02522786260579224
74,2023-11-28 00:00:00-05:00,552.032958984375,557.5996212045092,550.419734960804,552.5807087734046,277200.0,0.0,0.0,-0.07391286766680327
75,2023-11-29 00:00:00-05:00,546.7850341796875,553.7458084389209,545.8688357305966,553.7458084389209,300500.0,0.0,0.0,-0.950654253387806
76,2023-11-30 00:00:00-05:00,550.9375610351562,551.5749005913008,545.2514054471357,548.2488341664587,425000.0,0.0,0.0,0.7594441317690048
77,2023-12-01 00:00:00-05:00,555.9166870117188,556.7232990300994,550.7981560407361,550.9375854710853,278900.0,0.0,0.0,0.9037550402639427
78,2023-12-04 00:00:00-05:00,552.7300415039062,555.4585793820681,549.334321047811,550.7483688455353,303600.0,0.0,0.0,-0.5732235750903647
79,2023-12-05 00:00:00-05:00,548.776611328125,551.634610431877,545.5102919066704,549.2147746461239,285200.0,0.0,0.0,-0.7152551659802109
80,2023-12-06 00:00:00-05:00,548.6272583007812,554.4926543236573,545.9484993225609,552.6304752667583,267600.0,0.0,0.0,-0.027215632784038934
81,2023-12-07 00:00:00-05:00,551.4354858398438,553.1881392758532,545.1916731690715,550.6189059080644,628400.0,0.0,0.0,0.5118643845295257
82,2023-12-08 00:00:00-05:00,551.0172119140625,551.7740449958545,546.3069410066068,547.16339257708,328800.0,0.0,0.0,-0.07585183335530044
83,2023-12-11 00:00:00-05:00,557.260986328125,560.9754371826576,552.5209330040788,554.1341569430281,409100.0,0.0,0.0,1.1331360035693905
84,2023-12-12 00:00:00-05:00,562.1605224609375,562.2501122554544,554.3831679720686,559.6610036619453,336300.0,0.0,0.0,0.8792175036505423
85,2023-12-13 00:00:00-05:00,572.4971313476562,574.1701022064592,562.2003224044894,565.1877833909338,388600.0,0.0,0.0,1.8387290593563588
86,2023-12-14 00:00:00-05:00,561.0650634765625,574.0605063992853,559.7306982945772,574.0605063992853,613200.0,0.0,0.0,-1.9968777562575202
87,2023-12-15 00:00:00-05:00,556.374755859375,564.5105903141862,555.2693491848668,559.8999376768712,1130200.0,0.0,0.0,-0.8359650105684069
