,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return (%)
138,138,138,138,138,138,2024-01-10 00:00:00+08:00,69.8245707276817,70.27408207323074,68.82564985209588,69.2252197265625,52717505,0.0,0.0,-0.6451530954712292
139,139,139,139,139,139,2024-01-11 00:00:00+08:00,69.32511205354004,71.8224143060367,68.97549126242284,70.77354431152344,44861174,0.0,0.0,2.236648133551289
140,140,140,140,140,140,2024-01-12 00:00:00+08:00,70.32402967134385,71.6725713005008,70.02435036657062,70.47386932373047,28180147,0.0,0.0,-0.42342797822007006
141,141,141,141,141,141,2024-01-15 00:00:00+08:00,70.42391967773438,70.42391967773438,70.42391967773438,70.42391967773438,0,0.0,0.0,-0.07087683204486384
142,142,142,142,142,142,2024-01-16 00:00:00+08:00,68.77569846433482,69.9244589571488,67.97656636323556,68.32618713378906,42678068,0.0,0.0,-2.978721652450911
143,143,143,143,143,143,2024-01-17 00:00:00+08:00,67.92661742869771,67.92661742869771,65.02974545530041,65.57915496826172,68277439,0.0,0.0,-4.020467526086879
144,144,144,144,144,144,2024-01-18 00:00:00+08:00,67.02759057823988,67.32726989541901,66.07861877577534,66.57807922363281,57626977,0.0,0.0,1.5232344116885121
145,145,145,145,145,145,2024-01-19 00:00:00+08:00,66.02866518821469,66.77785580900645,65.0796934503429,65.47926330566406,54296782,0.0,0.0,-1.6504169702431293
146,146,146,146,146,146,2024-01-22 00:00:00+08:00,67.02758487560499,67.12747543244558,64.53028284878542,65.37936401367188,74043690,0.0,0.0,-0.1525663041226477
147,147,147,147,147,147,2024-01-23 00:00:00+08:00,66.52812592691512,69.27515821656459,66.22845424983186,67.57699584960938,74570912,0.0,0.0,3.361353951803414
148,148,148,148,148,148,2024-01-24 00:00:00+08:00,71.62262193200225,72.92122208610981,70.0742991864323,72.52165222167969,103474200,0.0,0.0,7.317070417090599
149,149,149,149,149,149,2024-01-25 00:00:00+08:00,72.92122272933456,73.62046428238419,71.82241130833027,73.27084350585938,64649639,0.0,0.0,1.0330587641461886
150,150,150,150,150,150,2024-01-26 00:00:00+08:00,72.32187532070614,72.52165645399967,70.17419384257299,70.82349395751953,60517346,0.0,0.0,-3.340141086466586
151,151,151,151,151,151,2024-01-29 00:00:00+08:00,72.12208235724957,73.42068251135713,72.02219179643235,72.52165222167969,52527482,0.0,0.0,2.3977329686371007
152,152,152,152,152,152,2024-01-30 00:00:00+08:00,71.57267971938025,71.9223004891927,70.6736494390331,71.0732192993164,39880218,0.0,0.0,-1.9972420346075381
153,153,153,153,153,153,2024-01-31 00:00:00+08:00,70.87342809907769,70.92337718781518,69.07537522194231,69.47494506835938,51391419,0.0,0.0,-2.2487714032286776
154,154,154,154,154,154,2024-02-01 00:00:00+08:00,70.12423883887482,72.57159943185609,69.67472751626656,70.97332763671875,50417313,0.0,0.0,2.156723646035341
155,155,155,155,155,155,2024-02-02 00:00:00+08:00,71.92230319236758,72.67149385062142,69.97441052937222,70.62370300292969,34666865,0.0,0.0,-0.4926141205871537
156,156,156,156,156,156,2024-02-05 00:00:00+08:00,68.97548911863751,71.42284220155489,68.97548911863751,70.57376098632812,38569568,0.0,0.0,-0.07071565845179206
157,157,157,157,157,157,2024-02-06 00:00:00+08:00,72.72144036214664,76.61722554987921,72.57160071158125,75.91798400878906,109957108,0.0,0.0,7.5725353839315
158,158,158,158,158,158,2024-02-07 00:00:00+08:00,76.76706839514364,76.96685714459885,74.46955493512013,74.81917572021484,62186756,0.0,0.0,-1.447362312001077
159,159,159,159,159,159,2024-02-08 00:00:00+08:00,71.27299863573546,71.82240813252477,69.32510609468429,70.22413635253906,113581630,0.0,0.0,-6.141526317877199
160,160,160,160,160,160,2024-02-09 00:00:00+08:00,69.32511138916016,69.32511138916016,69.32511138916016,69.32511138916016,0,0.0,0.0,-1.2802221715702222
161,161,161,161,161,161,2024-02-14 00:00:00+08:00,68.62586232203836,70.87343433198933,68.22630006164302,70.72360229492188,42049345,0.0,0.0,2.0172934132210996
162,162,162,162,162,162,2024-02-15 00:00:00+08:00,70.62370199294926,71.82241160170969,70.5238114308429,71.22306060791016,32587285,0.0,0.0,0.7062116419148223
163,163,163,163,163,163,2024-02-16 00:00:00+08:00,71.72251695277463,73.32078871888919,71.27299801716805,72.92121887207031,52343661,0.0,0.0,2.3842815089184066
