Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-08-29 00:00:00-04:00,497.01188738933604,501.9494153374733,490.2190905716597,490.6902770996094,754100,0.0,0.0
2022-08-30 00:00:00-04:00,497.2376558812413,498.31743965292844,478.49860690565674,483.9563903808594,1006400,0.0,0.0
2022-08-31 00:00:00-04:00,491.6424495957048,492.3590102055476,477.7525872092521,480.9330139160156,936000,0.0,0.0
2022-09-01 00:00:00-04:00,469.13402700406084,470.21378085771494,452.41710433345617,461.2810974121094,1665500,0.0,0.0
2022-09-02 00:00:00-04:00,471.0383173265949,477.948903497966,457.44295744211774,458.60125732421875,1145400,0.0,0.0
2022-09-06 00:00:00-04:00,460.73136478064765,469.104579716353,453.8011568122744,461.2810974121094,996900,0.0,0.0
2022-09-07 00:00:00-04:00,460.27001033492985,472.1279202301348,457.04048481793075,467.9167785644531,745400,0.0,0.0
2022-09-08 00:00:00-04:00,456.89326559390304,474.5034623610069,455.63679807453167,473.8752136230469,943300,0.0,0.0
2022-09-09 00:00:00-04:00,486.41040576535636,493.9295887893694,486.19444902212973,491.7896728515625,1012800,0.0,0.0
2022-09-12 00:00:00-04:00,497.45363115166543,501.6058784642102,490.47435434513284,495.6474609375,1041400,0.0,0.0
2022-09-13 00:00:00-04:00,475.1022349218647,479.4409916530656,459.9951474116314,462.43939208984375,1188200,0.0,0.0
2022-09-14 00:00:00-04:00,468.2014379461617,472.67760501851535,462.43935616414115,469.3106689453125,663700,0.0,0.0
2022-09-15 00:00:00-04:00,463.8528570256894,469.5658396742832,454.3900639169824,457.0895080566406,853500,0.0,0.0
2022-09-16 00:00:00-04:00,453.5361186352052,463.5093425349669,451.45509714414374,458.66015625,914000,0.0,0.0
2022-09-19 00:00:00-04:00,451.19987509889415,464.29463146003854,451.19987509889415,462.4491882324219,646500,0.0,0.0
2022-09-20 00:00:00-04:00,450.5127325432395,457.9533695897246,448.95193654275647,453.4673767089844,906700,0.0,0.0
2022-09-21 00:00:00-04:00,453.06491351892515,467.4161665251991,446.49789920255455,446.55682373046875,783900,0.0,0.0
2022-09-22 00:00:00-04:00,442.4144226949367,443.87702121170645,431.0276690571596,432.9320068359375,952900,0.0,0.0
2022-09-23 00:00:00-04:00,425.628817651664,428.9074123754793,419.4937160075745,428.12213134765625,1362300,0.0,0.0
2022-09-26 00:00:00-04:00,426.1097141440024,432.6669022699079,421.23108110174104,422.8900146484375,1164000,0.0,0.0
2022-09-27 00:00:00-04:00,430.78233892414295,434.3750583410421,418.6593710740639,425.3245544433594,876400,0.0,0.0
2022-09-28 00:00:00-04:00,418.305886340603,435.2682108275481,415.3904854151963,433.11846923828125,957100,0.0,0.0
2022-09-29 00:00:00-04:00,417.7856511766496,420.828667349165,411.52296506399165,419.915771484375,1141800,0.0,0.0
2022-09-30 00:00:00-04:00,406.38910657302404,420.1808021927015,406.3400377456711,407.71429443359375,1084700,0.0,0.0
2022-10-03 00:00:00-04:00,415.8125738778635,427.5036248841901,413.27998763773337,423.7440185546875,1452400,0.0,0.0
2022-10-04 00:00:00-04:00,452.7312119806997,459.17061203775995,447.4010430539664,456.55950927734375,1954600,0.0,0.0
2022-10-05 00:00:00-04:00,448.5396336273419,466.0222128218826,444.72113287036586,460.66259765625,1193800,0.0,0.0
2022-10-06 00:00:00-04:00,456.7362503503417,465.4628035602432,453.00609048757246,453.6441650390625,926100,0.0,0.0
2022-10-07 00:00:00-04:00,438.2916453967974,440.4708346192047,424.78459652590874,426.27667236328125,1412400,0.0,0.0
2022-10-10 00:00:00-04:00,425.93307939605216,426.0901415793199,408.7056974980093,414.1340637207031,1383700,0.0,0.0
2022-10-11 00:00:00-04:00,404.9461009807861,405.063890123359,386.7665810343938,392.21453857421875,2044200,0.0,0.0
2022-10-12 00:00:00-04:00,396.38640830697716,397.4858135829916,390.2022386511223,391.00714111328125,1277100,0.0,0.0
2022-10-13 00:00:00-04:00,358.20154645862175,403.1792048334743,356.47389247955215,397.9471740722656,2782200,0.0,0.0
2022-10-14 00:00:00-04:00,396.9459654032932,398.16315991027005,371.63990086009386,372.16015625,1727900,0.0,0.0
2022-10-17 00:00:00-04:00,387.20833226807366,392.2538541029075,381.68182806344333,385.009521484375,1417900,0.0,0.0
2022-10-18 00:00:00-04:00,399.89074109130496,401.6478421640355,385.9616072988556,391.65496826171875,1324800,0.0,0.0
2022-10-19 00:00:00-04:00,408.24436961162127,423.91095553841495,402.8454805934226,416.2248840332031,2435200,0.0,0.0
2022-10-20 00:00:00-04:00,423.3219440563862,440.66711376242904,420.8973510857898,429.23126220703125,2090900,0.0,0.0
2022-10-21 00:00:00-04:00,432.38227164411603,454.37046635036086,429.653380077235,453.732421875,2756600,0.0,0.0
