Unnamed: 0,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return (%)
504,2021-08-27 04:00:00+00:00,129.661372617116,133.69714455655662,129.5151549244196,133.1122589111328,8413900,0.0,0.0,3.0643760334620795
505,2021-08-30 04:00:00+00:00,134.1065844953801,134.41852053285712,131.97171692383617,132.62484741210938,4617700,0.0,0.0,-0.3661657483769676
506,2021-08-31 04:00:00+00:00,133.01478783072878,133.16102041708004,130.18780299028504,131.72802734375,5586000,0.0,0.0,-0.6762081810904208
507,2021-09-01 04:00:00+00:00,132.26417907089694,132.61511648071058,129.88561982065033,130.10008239746094,6260300,0.0,0.0,-1.2358379451328672
508,2021-09-02 04:00:00+00:00,131.33808941704623,132.52737639466662,130.5094975881403,131.0651397705078,5142200,0.0,0.0,0.7417807546797661
509,2021-09-03 04:00:00+00:00,130.47050950981017,132.99530143359377,129.99285501725967,132.41041564941406,4836000,0.0,0.0,1.026417765442278
510,2021-09-07 04:00:00+00:00,133.20971727680737,133.7166300116131,130.38273312525453,133.0537567138672,5550400,0.0,0.0,0.4858689260190063
511,2021-09-08 04:00:00+00:00,132.28366383690826,132.51762704022974,128.43311055607526,130.19754028320312,7440600,0.0,0.0,-2.146663499931367
512,2021-09-09 04:00:00+00:00,129.6808826736899,132.42989449287867,129.5736513997221,131.60128784179688,6808600,0.0,0.0,1.078167494977511
513,2021-09-10 04:00:00+00:00,134.7987387578383,137.2553008101295,133.17078353011934,133.39498901367188,9054700,0.0,0.0,1.3629814732750043
514,2021-09-13 04:00:00+00:00,135.22762970018192,137.74267820916063,134.09682992877035,135.92950439453125,8507600,0.0,0.0,1.900007938528803
515,2021-09-14 04:00:00+00:00,134.6330003309456,138.23010479636838,134.43803842319176,136.6118927001953,8073200,0.0,0.0,0.5020163272893674
516,2021-09-15 04:00:00+00:00,136.46568092986277,137.78168502048112,133.97987559250709,137.67445373535156,6103200,0.0,0.0,0.7777954130890441
517,2021-09-16 04:00:00+00:00,136.82635717221325,140.98886164050927,135.66631372411106,140.4624481201172,8467300,0.0,0.0,2.0250629721944917
518,2021-09-17 04:00:00+00:00,139.3998902624327,139.3998902624327,135.8710306674224,137.25527954101562,10884400,0.0,0.0,-2.2832925255289127
519,2021-09-20 04:00:00+00:00,133.1220183867822,133.24875031933595,130.18780228216343,132.11795043945312,8822500,0.0,0.0,-3.742900906064839
520,2021-09-21 04:00:00+00:00,133.6776680418044,133.78489931542344,130.09030669452602,131.77674865722656,5782200,0.0,0.0,-0.2582554309173313
521,2021-09-22 04:00:00+00:00,132.7613121607479,135.30560395573272,132.1374252584156,134.62322998046875,6344300,0.0,0.0,2.1600785815761414
522,2021-09-23 04:00:00+00:00,135.822263380571,138.57126000734448,135.21787711060298,137.5574493408203,5620700,0.0,0.0,2.179578785011516
523,2021-09-24 04:00:00+00:00,135.90025754940692,138.78572911186475,135.6565514774259,138.34706115722656,3729900,0.0,0.0,0.5740233045829823
524,2021-09-27 04:00:00+00:00,136.08550553621018,139.66310965012082,136.0270035717752,139.14645385742188,5248600,0.0,0.0,0.5778169001268596
525,2021-09-28 04:00:00+00:00,134.14557504895478,136.06598014615878,129.19346572656508,129.54440307617188,12873900,0.0,0.0,-6.9006794747991655
526,2021-09-29 04:00:00+00:00,129.4566789001235,130.6654515953185,124.81650539387894,125.0407257080078,10730100,0.0,0.0,-3.476551098480052
527,2021-09-30 04:00:00+00:00,126.1227728332763,127.55576574583112,125.27466557658488,125.48912811279295,7329800,0.0,0.0,0.3586050882592007
528,2021-10-01 04:00:00+00:00,126.00579114845316,126.33724273486808,123.23729354190488,125.87907409667967,6459200,0.0,0.0,0.3107408504234854
529,2021-10-04 04:00:00+00:00,124.44607856686342,124.60204659354716,120.0691119340966,122.04800415039062,9549500,0.0,0.0,-3.043452594310192
530,2021-10-05 04:00:00+00:00,124.27060632041317,125.947297886389,122.24296997050656,124.84575653076172,7330400,0.0,0.0,2.2923376747100432
531,2021-10-06 04:00:00+00:00,123.1203150987005,124.95297471310448,122.55491520581204,123.33477020263672,7388700,0.0,0.0,-1.2102824878574836
532,2021-10-07 04:00:00+00:00,125.41114921197445,126.67842386751155,124.25111326940952,124.66053771972656,5761300,0.0,0.0,1.0749341121823353
533,2021-10-08 04:00:00+00:00,125.06998753359484,125.54764202344036,122.70116367820992,123.04235076904295,6300500,0.0,0.0,-1.298074739836086
534,2021-10-11 04:00:00+00:00,122.53542087832922,125.94730618848357,122.49643444819742,124.29010772705078,5472000,0.0,0.0,1.0140873855295052
535,2021-10-12 04:00:00+00:00,125.51838217298386,125.58662701960608,121.7945607655442,123.56874084472656,7637900,0.0,0.0,-0.5803896187043245
536,2021-10-13 04:00:00+00:00,125.53788092449392,126.22025500718466,124.29010692339104,124.98223876953124,4950600,0.0,0.0,1.1438960332053938
537,2021-10-14 04:00:00+00:00,128.30637330498652,128.9205173915756,126.3859681886532,128.74505615234375,7947600,0.0,0.0,3.010681693541417
538,2021-10-15 04:00:00+00:00,128.93027598014766,129.56392079535817,127.94570864374072,128.2771453857422,4826600,0.0,0.0,-0.3634397937951727
539,2021-10-18 04:00:00+00:00,127.07810568417187,130.04156522916733,126.57119284601129,129.92459106445312,4208500,0.0,0.0,1.2842862021577697
540,2021-10-19 04:00:00+00:00,129.97333364455864,131.93272525239604,129.27145891570717,131.21136474609375,3694300,0.0,0.0,0.990400409266856
541,2021-10-20 04:00:00+00:00,130.59722122255923,131.79625102526552,129.9928348768216,130.60696411132812,4619000,0.0,0.0,-0.4606313149285501
542,2021-10-21 04:00:00+00:00,128.34541033326346,130.14882691745686,127.22435311911228,129.9831085205078,5611000,0.0,0.0,-0.4776587489535022
543,2021-10-22 04:00:00+00:00,131.80599847394788,137.9961237755523,131.1236095729033,132.5078582763672,10744900,0.0,0.0,1.9423675772925808
544,2021-10-25 04:00:00+00:00,132.81980179758344,134.44775648236617,131.893721750803,132.34213256835938,4005600,0.0,0.0,-0.1250685885075264
545,2021-10-26 04:00:00+00:00,133.82389041159132,133.9408645779318,128.36486790456215,128.67681884765625,7864600,0.0,0.0,-2.769574321926438
546,2021-10-27 04:00:00+00:00,129.9246081280038,130.89943262768847,128.10169107347866,128.8328094482422,7837600,0.0,0.0,0.1212266529301064
547,2021-10-28 04:00:00+00:00,131.18211924693847,134.3795419085786,131.13337505476048,132.59561157226562,6391700,0.0,0.0,2.920686229027014
548,2021-10-29 04:00:00+00:00,131.39655829792505,133.80437546209026,131.16260999024135,133.20973205566406,5715300,0.0,0.0,0.4631529476099905
549,2021-11-01 04:00:00+00:00,133.53142226560888,136.15370189112008,132.9855230628302,135.9977264404297,5329000,0.0,0.0,2.092935960264985
550,2021-11-02 04:00:00+00:00,135.98798174564385,137.90838669216623,135.39333836309677,137.65493774414062,4822900,0.0,0.0,1.2185580943787633
551,2021-11-03 04:00:00+00:00,137.87915620820405,139.74107425642606,136.35843262680515,139.1561737060547,4117500,0.0,0.0,1.0905790860219031
552,2021-11-04 04:00:00+00:00,139.66310635497726,146.7013402371546,138.91248734617216,146.35040283203125,9272800,0.0,0.0,5.169895761271248
553,2021-11-05 04:00:00+00:00,146.4868578510329,149.85974174026765,145.0441071169668,149.43081665039062,7706800,0.0,0.0,2.104820867418322
554,2021-11-08 05:00:00+00:00,150.96130652022572,150.9905500621269,147.42268920378265,149.10914611816406,5878500,0.0,0.0,-0.2152638521538352
555,2021-11-09 05:00:00+00:00,149.12863447749513,152.73548182925597,147.60791077375254,152.3553009033203,7274600,0.0,0.0,2.177032643312016
556,2021-11-10 05:00:00+00:00,149.39182641726663,151.09776897015547,146.4868541206747,146.6135711669922,7149500,0.0,0.0,-3.7686445448797614
557,2021-11-11 05:00:00+00:00,148.39748179433826,150.29838598370517,147.49090244042353,150.0254364013672,5061000,0.0,0.0,2.3271142004234413
558,2021-11-12 05:00:00+00:00,150.7760821990952,153.44710630431322,150.23018293663063,152.87196350097656,5778600,0.0,0.0,1.8973629858299423
559,2021-11-15 05:00:00+00:00,153.00841600335596,154.158701442283,151.29271585765173,152.33578491210938,7304300,0.0,0.0,-0.3507370328659109
560,2021-11-16 05:00:00+00:00,151.46821247853512,154.99707187067477,149.68428213053858,153.88577270507812,6200700,0.0,0.0,1.0174810822440872
561,2021-11-17 05:00:00+00:00,153.93451934888893,154.51940504425212,151.96536996282893,152.0531005859375,5759200,0.0,0.0,-1.1909301860237198
562,2021-11-18 05:00:00+00:00,154.50965862858345,154.97757014912125,150.84432444753256,154.74362182617188,9929500,0.0,0.0,1.7694616090473847
563,2021-11-19 05:00:00+00:00,147.16923645847112,152.51126984587637,145.9702066472143,146.25289916992188,16028700,0.0,0.0,-5.486961308032379
564,2021-11-22 05:00:00+00:00,147.19845236274406,149.12860008975463,143.65009291401836,143.83531188964844,9029100,0.0,0.0,-1.6530183633929885
565,2021-11-23 05:00:00+00:00,144.96613262289267,146.17490527202156,141.44701619748707,145.17083740234375,7254500,0.0,0.0,0.9285101795586392
566,2021-11-24 05:00:00+00:00,144.887695272548,145.61023513934882,142.36858670298128,145.49305725097656,6185900,0.24,0.0,0.2219590755268452
567,2021-11-26 05:00:00+00:00,142.1733008488677,143.7062378265,138.8633125164612,139.90805053710938,7334100,0.0,0.0,-3.838675754976417
568,2021-11-29 05:00:00+00:00,143.3059116054024,147.98285058796682,142.0658822076386,147.65087890625,9932300,0.0,0.0,5.53422647189763
569,2021-11-30 05:00:00+00:00,147.54349690704908,148.39295836799428,143.00325233479975,143.7160186767578,13505800,0.0,0.0,-2.664975825840221
570,2021-12-01 05:00:00+00:00,147.68020087335364,152.8844041200677,146.30347608622984,148.0902862548828,14372000,0.0,0.0,3.0436882529869536
571,2021-12-02 05:00:00+00:00,144.50688718319057,146.36203720783934,140.34743755075576,143.03253173828125,9573200,0.0,0.0,-3.4153182119565195
572,2021-12-03 05:00:00+00:00,145.0048465159498,147.1822245562305,139.94711255400537,142.3881072998047,7768000,0.0,0.0,-0.4505439641211972
573,2021-12-06 05:00:00+00:00,142.33930744355925,144.8584162164398,137.69165805947657,143.90155029296875,8579700,0.0,0.0,1.0628998600124897
574,2021-12-07 05:00:00+00:00,147.43606009097698,154.27084433360503,146.58659881696033,153.18704223632812,10514900,0.0,0.0,6.452669845776549
575,2021-12-08 05:00:00+00:00,153.15777750795849,154.1341754227361,151.4881305182829,153.57762145996094,6582400,0.0,0.0,0.254968839355385
576,2021-12-09 05:00:00+00:00,152.16186168116417,154.60285669619304,148.78353292360887,149.04714965820312,5420000,0.0,0.0,-2.9499557023279888
577,2021-12-10 05:00:00+00:00,152.42545814832738,153.18704722541804,147.09431971004489,149.12522888183594,5291900,0.0,0.0,0.0523855865824041
