,Unnamed: 0,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return (%)
0,486,2021-08-15 16:00:00+00:00,17.615836987093275,18.07261841834321,17.11933650190801,17.1292667388916,67674745,0.0,0.0,0.0
1,487,2021-08-16 16:00:00+00:00,17.049825640442826,17.8541558443918,16.960455407337506,17.50660514831543,69980178,0.0,0.0,2.202887112307561
2,488,2021-08-17 16:00:00+00:00,17.50660505125735,17.923665505436993,17.14912601481688,17.83429527282715,70550327,0.0,0.0,1.8718085073350155
3,489,2021-08-18 16:00:00+00:00,17.883946552825183,17.943526076893754,17.576116802138827,17.734996795654297,45269448,0.0,0.0,-0.5567838574711992
4,490,2021-08-19 16:00:00+00:00,17.635699274752046,18.638630585249683,17.417239720643355,18.171918869018555,81772128,0.0,0.0,2.463615180755596
5,491,2021-08-22 16:00:00+00:00,18.07261696901028,19.25428666530793,18.003105315699628,18.718067169189453,89139014,0.0,0.0,3.005452005963072
6,492,2021-08-23 16:00:00+00:00,18.45988670026352,18.946456909179688,18.231496950078167,18.946456909179688,60465977,0.0,0.0,1.2201566429154154
7,493,2021-08-24 16:00:00+00:00,19.01596812768441,20.843090057373047,18.757787649141548,20.843090057373047,133105730,0.0,0.0,10.010489862484139
8,494,2021-08-25 16:00:00+00:00,20.84308965475519,22.640420838893952,20.36644965465193,21.697071075439453,170464979,0.0,0.0,4.0971900793775
9,495,2021-08-26 16:00:00+00:00,21.448820480077007,22.50140093620886,21.359450244801767,22.09427070617676,113691167,0.0,0.0,1.8306601354453278
10,496,2021-08-29 16:00:00+00:00,22.10420318604139,23.077343742244675,21.51833242600082,21.567981719970703,111614588,0.0,0.0,-2.382015651048064
11,497,2021-08-30 16:00:00+00:00,21.975109803243026,23.72279167175293,21.329659575906728,23.72279167175293,155314238,0.0,0.0,9.990781612110688
12,498,2021-08-31 16:00:00+00:00,24.17957339399784,26.096065521240234,23.84195292111581,26.096065521240234,108182965,0.0,0.0,10.004192939540069
13,499,2021-09-01 16:00:00+00:00,27.208225620255284,27.208225620255284,24.82502372176559,26.81102561950684,199532448,0.0,0.0,2.7397237245771144
14,500,2021-09-02 16:00:00+00:00,25.818025470145745,27.00962740329056,24.179574232570925,24.74558448791504,182155107,0.0,0.0,-7.703700562984251
15,501,2021-09-05 16:00:00+00:00,24.77537346024553,25.31159296672596,23.832021838216555,24.54698181152344,120309523,0.0,0.0,-0.8025782397202641
16,502,2021-09-06 16:00:00+00:00,24.288803909932835,25.46054541029411,24.288803909932835,25.02362632751465,113618613,0.0,0.0,1.9417642447897565
