stock_id,stock_name,risk,roi,sharpe_ratio,correlation_to_hsi,PE_ratio,var
0001.HK,CK Hutchison Holdings Limited,31.006642233295306,-13.866938936443205,-0.4472247859703015,0.6768186683169268,6.58,-2.7728738803254402
0002.HK,CLP Holdings Limited,28.366969444938896,13.428778227015634,0.47339488460624174,0.47395277972825994,23.08,-2.5368122109461106
0003.HK,The Hong Kong and China Gas Company Limited,31.618404518748065,-9.396022473048161,-0.29716940547954623,0.6082518266145479,20.69,-2.8275827923558636
0005.HK,HSBC Holdings plc,32.042281220858506,41.81144243855309,1.3048834491638868,0.5554216455908079,7.12,-2.86548940045993
0006.HK,Power Assets Holdings Limited,26.81129619147145,24.75861593993035,0.9234397234329146,0.4520079773839065,19.11,-2.39769086725451
0011.HK,Hang Seng Bank Limited,34.49329153095675,-20.48076146123748,-0.5937607155541123,0.6301807141911918,10.19,-3.0846792894567394
0012.HK,Henderson Land Development Company Limited,40.85269198873406,-8.87244554461455,-0.21718141725057685,0.6555673573245304,11.54,-3.6533901898897096
0016.HK,Sun Hung Kai Properties Limited,33.73241283302292,-16.677243933086995,-0.494398192493379,0.5602683226708975,8.41,-3.0166351377642613
0017.HK,New World Development Company Limited,55.4564655903277,-66.24383475735742,-1.194519593922898,0.6653601914853349,16.09,-4.959382050258318
0027.HK,Galaxy Entertainment Group Limited,49.12815641781955,-37.49461791530222,-0.7632001819165015,0.6506109446952928,18.88,-4.39345159319551
0066.HK,MTR Corporation Limited,29.49504504517622,-33.28973284371086,-1.1286550941937024,0.6114311587776231,20.72,-2.6376941878914124
0101.HK,Hang Lung Properties Limited,48.43414444766277,-51.676225417513656,-1.0669379217249153,0.6285956674748698,9.64,-4.331387224851412
0175.HK,Geely Automobile Holdings Limited,56.737996601212174,-54.228237196994954,-0.9557658085487706,0.763526697222563,13.87,-5.073987296455948
0241.HK,Alibaba Health Information Technology Limited,83.3465139238315,-30.62098593994098,-0.36739372168492623,0.6949167953017121,46.29,-7.453543977341893
0267.HK,CITIC Limited,43.42172732322604,-2.688993327855777,-0.061927368937657386,0.7220753647506051,3.26,-3.883134865983547
0285.HK,BYD Electronic (International) Company Limited,69.6423918412666,37.32604545697567,0.5359673105721524,0.5480491379572697,15.03,-6.228006497674692
0288.HK,WH Group Limited,38.480469188250915,9.266789573009419,0.24081799854557934,0.5943272935922777,13.84,-3.441246140486361
0291.HK,China Resources Beer (Holdings) Company Limited,57.473677193651724,-55.93945886665473,-0.9733057218206589,0.6902202175966755,13.7,-5.139778022316855
0316.HK,Orient Overseas (International) Limited,73.22533589170085,-51.17369413085433,-0.6988522962399167,0.3789846204424998,6.46,-6.548423390847607
0322.HK,Tingyi (Cayman Islands) Holding Corp.,44.51397664109838,-21.63701504855261,-0.486072390768517,0.441232623054444,14.98,-3.9808129564244177
0386.HK,China Petroleum & Chemical Corporation,37.710066049556325,51.390004703887925,1.3627662342557088,0.5694064703282072,8.7,-3.3723502334567033
0388.HK,Hong Kong Exchanges and Clearing Limited,47.42651305567001,-29.958619755273645,-0.6316850602132131,0.8613788809973626,25.68,-4.2412763787033425
0669.HK,Techtronic Industries Company Limited,63.95098987539275,6.89510031962093,0.10781850809590121,0.43170491150442447,21.65,-5.719033622286784
0688.HK,China Overseas Land & Investment Limited,59.456154177994776,-29.348155485503106,-0.49361005418620074,0.6902073744795887,5.03,-5.317067733562282
0700.HK,Tencent Holdings Limited,53.275742249933316,31.844913557783705,0.5977375858676763,0.8440932353643854,29.05,-4.764363487935487
0762.HK,China Unicom (Hong Kong) Limited,43.39805737056565,75.59007113643548,1.7417846723181618,0.363596317220456,9.05,-3.8810181003890443
0823.HK,Link Real Estate Investment Trust,40.0514674632906,-38.49848877047777,-0.9612254234071144,0.5378458484015127,-45.26,-3.5817379760781596
0836.HK,China Resources Power Holdings Company Limited,52.14239997726216,81.53925610708747,1.5637802660146916,0.3418819070329574,9.59,-4.6630105209901025
0857.HK,PetroChina Company Limited,42.08471138489959,127.38425440890109,3.026853463336517,0.4547381459932574,6.88,-3.7635676924382873
0868.HK,Xinyi Glass Holdings Limited,62.192696222519416,-47.79138419076684,-0.7684404615579604,0.6579137272505875,5.32,-5.561792263892967
0881.HK,Zhongsheng Group Holdings Limited,73.00797922169382,-71.6983067154635,-0.9820612415219245,0.6928894141448936,4.71,-6.528985535292586
0883.HK,CNOOC Limited,41.034610293201446,142.22716298514294,3.466029333991431,0.4652893193265025,6.6,-3.669658849714766
0939.HK,China Construction Bank Corporation,30.266783123353342,31.935797680807067,1.0551434406045597,0.7248673968431288,3.91,-2.706709476400531
0941.HK,China Mobile Limited,25.034901748271203,56.364987957984226,2.251456327839455,0.4986516621911824,10.34,-2.2388307844488997
0960.HK,Longfor Group Holdings Limited,106.89251681702152,-51.18455404353246,-0.4788413218031915,0.6920137493508183,4.26,-9.559224944579439
0968.HK,Xinyi Solar Holdings Limited,73.41663330024187,-68.9033410730395,-0.9385249360489607,0.5270358225071331,6.66,-6.565530808784908
0981.HK,Semiconductor Manufacturing International Corporation,60.435672042497465,-3.1615867130609496,-0.05231325484124291,0.5154964848876068,23.63,-5.404664432403639
0992.HK,Lenovo Group Limited,61.257963442058994,57.682811730190174,0.9416377641210618,0.4724856593159016,16.32,-5.478200622704566
1038.HK,CK Infrastructure Holdings Limited,32.30336556946285,25.05998814432943,0.775770193060603,0.38082133318210876,16.5,-2.8888377516086843
1044.HK,Hengan International Group Company Limited,33.80748147068456,-27.07104562642503,-0.8007412693518479,0.537740147254608,9.68,-3.023348404651962
1088.HK,China Shenhua Energy Company Limited,37.40601566231735,70.32191839514721,1.8799628121310228,0.4317281508599782,10.39,-3.3451594989445845
1093.HK,CSPC Pharmaceutical Group Limited,53.060534421713875,-24.42925332320547,-0.46040345408221756,0.5249580269007232,10.98,-4.745117799827071
1099.HK,Sinopharm Group Co. Ltd.,46.48136211531799,24.008406319165196,0.5165168408705733,0.3280039083648487,6.41,-4.156753058320947
1109.HK,China Resources Land Limited,61.28546075930675,-16.187577672397765,-0.2641340616818245,0.7065252968558802,4.77,-5.4806596633256595
1113.HK,CK Asset Holdings Limited,32.90014048372669,-36.74211511867095,-1.11677684588747,0.5784959656273412,6.37,-2.942206367266742
1177.HK,Sino Biopharmaceutical Limited,55.62494452521094,-27.950905842947005,-0.5024886960611492,0.622750542098875,26.82,-4.974448848991563
1209.HK,China Resources Mixc Lifestyle Services Limited,62.2448897112238,-32.74274408268825,-0.5260310402121924,0.7135484240930668,15.72,-5.566459843196218
1211.HK,BYD Company Limited,53.81048874542525,-24.018910476479967,-0.4463611284058808,0.6803720374930825,18.82,-4.812185002396441
1299.HK,AIA Group Limited,45.23048153459142,-30.22065420883817,-0.668147965343371,0.7460273371842703,20.19,-4.044888830533701
1378.HK,China Hongqiao Group Limited,62.48107382573436,36.57945210650619,0.5854485185150586,0.5829389527165102,7.63,-5.587581406671121
1398.HK,Industrial and Commercial Bank of China Limited,32.10701338737018,18.206966470595326,0.567071320241743,0.6759208006391643,4.27,-2.871278293445716
1810.HK,Xiaomi Corporation,59.97519786963961,35.58483211679635,0.593325797676275,0.7465136967883448,22.24,-5.363484971665033
1876.HK,Budweiser Brewing Company APAC Limited,50.67752125972365,-56.77408845220607,-1.1203012112853223,0.6278621093139184,19.38,-4.532008785841064
1928.HK,Sands China Ltd.,63.44970973275238,-23.820219096503916,-0.3754188820852565,0.636213577832694,20.24,-5.674204949649645
1929.HK,Chow Tai Fook Jewellery Group Limited,52.907995956354775,-52.84180605337268,-0.9987489621977612,0.6010298103593152,10.12,-4.731476531509246
1997.HK,Wharf Real Estate Investment Company Limited,49.25766727938141,-38.01891249427554,-0.7718374538249753,0.5985042846398692,34.21,-4.40503354013905
2015.HK,Li Auto Inc.,90.41439840094152,-39.082279216400835,-0.4322572500354529,0.6251687945477574,13.18,-8.08561345807693
2020.HK,ANTA Sports Products Limited,56.365080205620664,-18.93209215762253,-0.33588335346207215,0.7608864847901537,17.47,-5.040637986166217
2269.HK,WuXi Biologics (Cayman) Inc.,93.67169288149306,-83.3733239425912,-0.8900589001638879,0.5610842356129725,14.02,-8.376908036757584
2313.HK,Shenzhou International Group Holdings Limited,65.89525607613515,-22.04548526976235,-0.33455345016477467,0.6750888166384883,18.81,-5.89290620493777
