stock_id,stock_name,risk,roi,sharpe_ratio,correlation_to_hsi,PE_ratio,var
000001.SS,SSE Composite Index,24.783450417864312,-18.195061089989085,-0.7341617403230419,1.0,0,-1.8183165802950256
601328.SS,"Bank of Communications Co., Ltd.",27.444570158223325,109.33232579017809,3.9837507076939374,0.34712976611268676,6.56,-2.01355808478535
601899.SS,Zijin Mining Group Company Limited,60.02419599071555,47.90949722511494,0.7981697452894747,0.5204004278596043,18.88,-4.403865843882829
688012.SS,Advanced Micro-Fabrication Equipment Inc. China,77.98825214076565,-14.627640665346636,-0.18756210408388604,0.3382797500602214,51.71,-5.721855897577772
600941.SS,China Mobile Limited,46.44605793275611,105.67066979468439,2.27512677066529,0.2507400463278806,16.25,-3.6515533421759767
601728.SS,China Telecom Corporation Limited,50.45817089411131,10.02219943414878,0.19862391475071114,0.2917333690296939,17.53,-3.712236519567336
601857.SS,PetroChina Company Limited,55.07981156653358,125.2077707537586,2.27320622915556,0.41491040566187165,10.01,-4.041105371621788
601166.SS,"Industrial Bank Co., Ltd.",39.604919386487786,7.232612655917892,0.18261904753139024,0.4572892385367497,5.11,-2.905740740998258
600036.SS,"China Merchants Bank Co., Ltd.",48.442564809786184,-24.80875688164404,-0.512127237256279,0.5608596200300509,5.74,-3.5541426758785066
603968.SS,"Nantong Acetic Acid Chemical Co., Ltd.",70.44359185984074,-35.456821618022175,-0.5033363671825456,0.41497739935300915,-42.62,-5.168317925657182
601658.SS,"Postal Savings Bank of China Co., Ltd.",40.707580860854115,7.299989049715768,0.17932750842327017,0.42205726706038926,5.98,-2.9866410033704263
601985.SS,"China National Nuclear Power Co., Ltd.",52.78689017031002,133.07590249530165,2.521002886624872,0.38604733279217723,19.57,-3.8728779084651155
601288.SS,Agricultural Bank of China Limited,26.10385985773669,93.06386694021077,3.565138161459613,0.23523945361832374,6.66,-1.9151926139714095
688041.SS,"Hygon Information Technology Co., Ltd.",87.14841694553103,27.707984029816163,0.3179401875668498,0.2927698652825277,133.07,-7.809496060625022
601398.SS,Industrial and Commercial Bank of China Limited,24.411037440927497,56.49899192124682,2.3144854887044137,0.21768116680495597,6.26,-1.790993319035442
601988.SS,Bank of China Limited,28.268214997429958,87.764059560288,3.104690535580941,0.23651709476874427,6.56,-2.073987405245277
600900.SS,"China Yangtze Power Co., Ltd.",31.904590782444476,66.34830354091315,2.07958484700018,0.2703338388779136,26.17,-2.34078166797268
600028.SS,China Petroleum & Chemical Corporation,39.678667785102704,106.27163710168877,2.6783065821980117,0.4320432467893882,12.68,-2.9111515265713215
600519.SS,"Kweichow Moutai Co., Ltd.",44.83261822528489,-9.882821516520492,-0.22043819673566906,0.4877180864967581,22.16,-3.289287475415917
601318.SS,"Ping An Insurance (Group) Company of China, Ltd.",45.17610914322019,-11.88001196216234,-0.2629711187499474,0.6071978021531783,8.75,-3.3144887779275436
600050.SS,China United Network Communications Limited,53.66433378709228,16.40127045149009,0.30562702066814884,0.440795767137653,17.41,-3.9372543471679027
601668.SS,China State Construction Engineering Corporation Limited,46.90535180190062,36.86837305559622,0.7860163422567551,0.5126373485267649,4.21,-3.441360159620451
601669.SS,"Power Construction Corporation of China, Ltd",66.44073604121114,10.676916084162121,0.1606983414142125,0.46411366340192917,7.99,-4.8746356909067625
601628.SS,China Life Insurance Company Limited,53.88819410837152,10.431165982663138,0.19357052421696683,0.5111937777440824,45.45,-3.953678570873202
601633.SS,Great Wall Motor Company Limited,72.92295558640241,-60.205336149394796,-0.8256019749235314,0.4581324764002811,18.88,-5.35022432273172
601919.SS,"COSCO SHIPPING Holdings Co., Ltd.",60.25140906658079,-6.895576521274956,-0.11444672627747182,0.45673048949658424,8.68,-4.420536053080489
