,Date,Close,High,Low,Open,Volume,Dividends,Stock Splits,Return (%)
1,2019-08-15 00:00:00-04:00,26.683820724487305,26.86908396161828,26.48660527820314,26.54636792207169,7253247.0,0.0,0.0,
2,2019-08-16 00:00:00-04:00,26.970678329467773,27.00055965117049,26.653940794106145,26.785416691875024,7611598.0,0.0,0.0,1.075024479973452
3,2019-08-19 00:00:00-04:00,27.06032371520996,27.16191829660972,26.857131356205155,27.012514876457757,5586269.0,0.0,0.0,0.3323809088043639
4,2019-08-20 00:00:00-04:00,27.01849174499512,27.126063230149445,26.833226901713516,27.12008632626192,8643050.0,0.0,0.0,-0.1545878410587065
5,2019-08-21 00:00:00-04:00,27.155941009521484,27.245584967519957,26.92286735796644,27.02446192597512,5300261.0,0.0,0.0,0.5087229362157997
6,2019-08-22 00:00:00-04:00,27.203752517700195,27.30534709570159,27.01849087657848,27.155943680547207,5146041.0,0.0,0.0,0.17606279289656968
7,2019-08-23 00:00:00-04:00,26.821277618408203,27.26949429288504,26.71370452982391,27.096183248795647,9783156.0,0.0,0.0,-1.4059637509315492
8,2019-08-26 00:00:00-04:00,27.29936981201172,27.305343518719404,26.827245621204487,26.91091267336448,5579119.0,0.0,0.0,1.7825108870853645
9,2019-08-27 00:00:00-04:00,27.63404083251953,28.08823116460023,27.616110121957668,27.849183789621183,13647629.0,0.0,0.0,1.2259294731432169
10,2019-08-28 00:00:00-04:00,27.74759101867676,27.8013767614492,27.508540431950088,27.592207498063363,7443498.0,0.0,0.0,0.41090692036469534
11,2019-08-29 00:00:00-04:00,27.93882369995117,27.956751211706703,27.68184565169723,27.8969885775821,5040611.0,0.0,0.0,0.6891866077516129
12,2019-08-30 00:00:00-04:00,28.243614196777344,28.369113187559496,27.94480098785787,28.07030317484505,7675109.0,0.0,0.0,1.0909210069094843
13,2019-09-03 00:00:00-04:00,28.638044357299805,28.655971870903308,28.0703024707977,28.136042014352142,7998550.0,0.0,0.0,1.3965286374980623
