,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return (%)
0,2019-08-15 00:00:00+08:00,44.18025621239776,44.71673002782984,43.95935396047911,44.072059631347656,7380670,0.0,0.0,0.0
1,2019-08-16 00:00:00+08:00,44.63107693922694,46.85812151641598,44.38312733082228,46.5200080871582,16460505,0.0,0.0,5.554422634855416
2,2019-08-19 00:00:00+08:00,46.52450993207738,47.03393633950802,46.073690898015975,46.312625885009766,11249312,0.0,0.0,-0.4457914146530073
3,2019-08-20 00:00:00+08:00,46.23598686079438,47.10606851637214,46.18639766479781,46.88065719604492,9875870,0.0,0.0,1.2265150165432726
4,2019-08-21 00:00:00+08:00,46.56508853380996,47.33147915949669,46.56508853380996,46.907711029052734,5535926,0.0,0.0,0.05770787916790088
5,2019-08-22 00:00:00+08:00,47.31795660629092,47.755248420325046,46.79500646959457,47.674102783203125,9170007,0.0,0.0,1.6338289320400268
6,2019-08-23 00:00:00+08:00,47.77778754727908,49.31508143275781,47.13311719380144,48.64336013793945,12225057,0.0,0.0,2.03308987091797
7,2019-08-26 00:00:00+08:00,48.395410837624446,48.59828031368574,47.696642193152414,48.03926467895508,7736979,0.0,0.0,-1.241886780171686
8,2019-08-27 00:00:00+08:00,47.78229855191552,49.08516657964281,47.7417239361608,48.5937728881836,12184749,0.0,0.0,1.154281217529629
9,2019-08-28 00:00:00+08:00,48.59828251157757,49.0716398494416,47.77778998690229,48.87778854370117,6217286,0.0,0.0,0.5844692408862873
10,2019-08-29 00:00:00+08:00,49.130240779792295,49.13474986894831,48.45401404545689,49.049095153808594,4446009,0.0,0.0,0.35047946155390974
11,2019-08-30 00:00:00+08:00,49.315083159757336,51.97491389507135,49.20237749246022,51.69540786743164,16358921,0.0,0.0,5.395232481505952
12,2019-09-02 00:00:00+08:00,51.61425450147422,51.97941882063471,50.94253683270952,51.40237045288086,8359446,0.0,0.0,-0.566853859248484
13,2019-09-03 00:00:00+08:00,51.09131035323421,51.844180929819245,50.96508100812459,51.24909973144531,6420120,0.0,0.0,-0.2981783137336991
14,2019-09-04 00:00:00+08:00,51.43843841832568,51.48352212207966,50.40155638116603,51.037208557128906,5445425,0.0,0.0,-0.41345345660070976
15,2019-09-05 00:00:00+08:00,51.16795147098544,51.60975598515798,50.20320039860272,50.92451095581055,8658317,0.0,0.0,-0.22081458705213164
16,2019-09-06 00:00:00+08:00,51.18146783020678,51.18146783020678,50.26630609048438,50.91097640991211,6722559,0.0,0.0,-0.026577664948379542
17,2019-09-09 00:00:00+08:00,51.27163605417239,51.66385134421389,50.72163858340516,50.897457122802734,4506427,0.0,0.0,-0.02655475903766691
18,2019-09-10 00:00:00+08:00,51.16794921031696,51.38885145764347,50.22123094369171,50.68106460571289,5395354,0.0,0.0,-0.4251538865050586
19,2019-09-11 00:00:00+08:00,50.847868022293255,50.847868022293255,49.13926463252741,49.49991989135742,7823920,0.0,0.0,-2.330544402617629
20,2019-09-12 00:00:00+08:00,49.932701181542434,50.66753529858442,49.44581663107502,50.13106155395508,5967210,0.0,0.0,1.2750357252756972
21,2019-09-16 00:00:00+08:00,50.35646888886007,50.47818912661398,49.44581625665299,50.040897369384766,5295575,0.0,0.0,-0.17985692258535302
22,2019-09-17 00:00:00+08:00,49.68925877254688,49.94622652617412,48.6433585920706,48.88680267333984,6169172,0.0,0.0,-2.306302957610451
23,2019-09-18 00:00:00+08:00,49.23394023629608,51.25811529063642,49.23394023629608,50.92451095581055,8964125,0.0,0.0,4.16821753733132
24,2019-09-19 00:00:00+08:00,51.04622384262875,51.14089314276848,49.342126099404034,49.71630859375,8285653,0.0,0.0,-2.372536013372728
25,2019-09-20 00:00:00+08:00,49.66672399848196,50.49172200662207,49.23393768657039,50.095001220703125,7906840,0.0,0.0,0.761707048782645
26,2019-09-23 00:00:00+08:00,50.18516340491357,50.32040732510852,49.27450710530884,49.635162353515625,3935448,0.0,0.0,-0.9179336380522152
27,2019-09-24 00:00:00+08:00,50.04089943266713,50.8884392342308,49.58557129990709,49.98680114746094,5232872,0.0,0.0,0.7084469502503854
28,2019-09-25 00:00:00+08:00,49.905651469240205,50.41507788258712,49.59007993961478,49.99581527709961,4241333,0.0,0.0,0.0180330195806766
29,2019-09-26 00:00:00+08:00,50.32040606638255,50.46917725148774,49.369178771972656,49.369178771972656,4255852,0.0,0.0,-1.2533779110388443
30,2019-09-27 00:00:00+08:00,49.49090258906449,49.964263523608935,49.13926550335629,49.27450942993164,4390919,0.0,0.0,-0.19175798422387258
31,2019-09-30 00:00:00+08:00,48.89581861126018,50.09950459130823,48.80565480009993,49.54950714111328,5562257,0.0,0.0,0.5580932501675795
32,2019-10-08 00:00:00+08:00,48.9454100345992,50.12204504049121,48.643358578840704,49.18434143066406,6860451,0.0,0.0,-0.7369714282106865
33,2019-10-09 00:00:00+08:00,49.08516737712834,49.774917877338574,48.63434829409941,49.468360900878906,4594894,0.0,0.0,0.5774591301892951
34,2019-10-10 00:00:00+08:00,49.56753789056829,49.75688008843367,48.422455737448615,49.40073394775391,6857776,0.0,0.0,-0.13670748715628456
35,2019-10-11 00:00:00+08:00,49.544994048143465,50.26630447914016,49.01753489653592,49.65319061279297,5246923,0.0,0.0,0.5110382880263442
36,2019-10-14 00:00:00+08:00,49.94172270907187,50.460163764666696,49.54500190907896,49.74787139892578,6315793,0.0,0.0,0.19068419363250655
37,2019-10-15 00:00:00+08:00,49.59458891491625,50.1355718000518,49.14376984396996,49.70278549194336,4325576,0.0,0.0,-0.09062881629825492
38,2019-10-16 00:00:00+08:00,49.59008407592773,50.04090315282763,49.175330525179824,49.59008407592773,6033351,0.0,0.0,-0.22675070401013686
39,2019-10-17 00:00:00+08:00,49.38270591403508,49.71631383160266,48.54418422189894,48.87778854370117,7988273,0.0,0.0,-1.4363668574063237
40,2019-10-18 00:00:00+08:00,48.92286629836833,49.116717580527485,48.37286528899175,48.43598175048828,5820775,0.0,0.0,-0.9039009463733705
41,2019-10-21 00:00:00+08:00,48.68393124332461,49.07614289625886,48.05729369731535,48.23762130737305,3555612,0.0,0.0,-0.40953117072564105
42,2019-10-22 00:00:00+08:00,48.634345123112105,49.04909865245655,48.327788166640126,48.75606536865234,3428303,0.0,0.0,1.0747711997980414
43,2019-10-23 00:00:00+08:00,48.52163634922442,49.13475022285135,48.23762126258847,48.44049072265625,4337198,0.0,0.0,-0.647252077479954
