,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return (%)
0,2019-08-15 00:00:00-04:00,51.54183622876822,51.97352566346216,51.18345541972596,51.207889556884766,4490800,0.0,0.0,0.0
1,2019-08-16 00:00:00-04:00,51.64772724412151,51.72917644659214,51.18345995444551,51.42781066894531,6967500,0.0,0.0,0.42946724413674975
2,2019-08-19 00:00:00-04:00,51.87577160903516,52.47035930481619,51.87577160903516,52.217864990234375,6163200,0.0,0.0,1.536239460736244
3,2019-08-20 00:00:00-04:00,52.16086178494751,52.380775235604126,51.62328901282404,51.672157287597656,5286400,0.0,0.0,-1.0450593924871798
4,2019-08-21 00:00:00-04:00,52.16086277809428,52.34005474124315,51.85949391150977,52.23416519165039,4493700,0.0,0.0,1.0876416498825536
5,2019-08-22 00:00:00-04:00,52.3807784603744,52.69843469430977,51.75361277685924,52.30747604370117,5084900,0.0,0.0,0.14035038519673027
6,2019-08-23 00:00:00-04:00,52.185297028400576,52.67399842902078,50.65402787558944,50.914669036865234,7488300,0.0,0.0,-2.6627302867228586
7,2019-08-26 00:00:00-04:00,51.55812479274963,51.58256203609719,50.76805768516248,51.31377410888672,4053200,0.0,0.0,0.7838705024921344
8,2019-08-27 00:00:00-04:00,51.72917495052302,52.03868750371819,51.26490767427418,51.56627655029297,5227000,0.0,0.0,0.4920753653208987
9,2019-08-28 00:00:00-04:00,51.346362495532254,52.28304387815656,51.093864991472216,51.83506393432617,5441100,0.0,0.0,0.521246446349588
10,2019-08-29 00:00:00-04:00,52.34819931726191,52.47037623004769,51.549988420189855,51.92465972900391,4758500,0.0,0.0,0.172847852162894
11,2019-08-30 00:00:00-04:00,52.12014397699842,52.13643443974112,51.19160624319286,51.75361633300781,5301200,0.0,0.0,-0.3294068692771046
12,2019-09-03 00:00:00-04:00,51.43595583309654,51.59071055575078,50.71919106700063,51.289344787597656,4909200,0.0,0.0,-0.8970803941946937
13,2019-09-04 00:00:00-04:00,51.60700074330773,51.85949512592549,50.81693045865472,51.53369522094727,5898200,0.0,0.0,0.4764155876070042
14,2019-09-05 00:00:00-04:00,51.672158860068,52.53553465669867,51.58256598456068,52.17715072631836,6011100,0.0,0.0,1.2486112292400486
15,2019-09-06 00:00:00-04:00,52.37262977279632,52.94278030580431,52.06311415701362,52.79616928100586,6833300,0.0,0.0,1.186378608395855
16,2019-09-09 00:00:00-04:00,52.65770965711496,54.2215565826567,52.641416089500304,54.02607727050781,8701000,0.0,0.0,2.3295402038655766
17,2019-09-10 00:00:00-04:00,53.822450881835294,54.71840445633494,53.56995029858361,54.63695526123047,7419700,0.0,0.0,1.1307095047156546
18,2019-09-11 00:00:00-04:00,54.56364499901402,55.516619817094,54.56364499901402,55.45145797729492,8853300,0.0,0.0,1.490754219685475
19,2019-09-12 00:00:00-04:00,55.49257004936113,55.52545528798245,54.47315274097166,54.555362701416016,6495500,0.63,0.0,-1.6159994859753168
20,2019-09-13 00:00:00-04:00,54.87598200359702,55.48434319393285,54.22651269987711,54.686893463134766,4814700,0.0,0.0,0.2410959348554398
21,2019-09-16 00:00:00-04:00,54.4977973364156,54.61289249796198,53.97986910945688,54.16072845458984,4644100,0.0,0.0,-0.9621409724061669
22,2019-09-17 00:00:00-04:00,54.177183362803625,54.45669843888975,53.66747165249621,54.39915084838867,4819800,0.0,0.0,0.44021267919012175
23,2019-09-18 00:00:00-04:00,54.2676185711646,54.38271375722379,53.52771646634319,54.029205322265625,4295400,0.0,0.0,-0.6800575383135832
24,2019-09-19 00:00:00-04:00,54.13608007691593,54.62112947340453,53.96343729002872,54.22651290893555,4171100,0.0,0.0,0.3651869123246332
25,2019-09-20 00:00:00-04:00,54.16896073866896,55.09794506743218,54.16896073866896,54.604679107666016,9700400,0.0,0.0,0.6973824766596026
26,2019-09-23 00:00:00-04:00,54.46491379701587,54.53068425485733,53.33861822729111,54.03741836547852,5259100,0.0,0.0,-1.0388500609425866
27,2019-09-24 00:00:00-04:00,54.25117052050128,54.28405575401394,52.812474483461365,53.0755500793457,5823400,0.0,0.0,-1.7800041438458147
28,2019-09-25 00:00:00-04:00,53.02622289574278,53.30573795925788,52.63160638418517,52.77958679199219,4914500,0.0,0.0,-0.5576264153853594
29,2019-09-26 00:00:00-04:00,52.96046042136712,52.96046042136712,51.86705294996255,52.039695739746094,6398400,0.0,0.0,-1.4018507859147378
30,2019-09-27 00:00:00-04:00,52.26165562546131,52.54939354919521,51.43954368781226,51.71084213256836,7410900,0.0,0.0,-0.6319283817921462
31,2019-09-30 00:00:00-04:00,51.79306146423342,52.45897338348699,51.67796627386808,52.105464935302734,8291400,0.0,0.0,0.7631335837128717
32,2019-10-01 00:00:00-04:00,52.2863230380214,52.886467570336144,51.7601718488054,51.97392272949219,4899200,0.0,0.0,-0.25245376079817694
33,2019-10-02 00:00:00-04:00,51.743734162949934,51.743734162949934,50.57633649264554,50.65854644775391,6409700,0.0,0.0,-2.53083895280406
34,2019-10-03 00:00:00-04:00,50.75720480280484,51.250470831382806,50.05840760352562,51.160037994384766,6325200,0.0,0.0,0.9899446032231918
