,Date,Close,High,Low,Open,Volume,Dividends,Stock Splits,Return (%)
1,2019-08-12 00:00:00-04:00,48.5544548034668,48.93469647989068,48.23234030241585,48.3461703778076,89927600.0,0.0,0.0,
2,2019-08-13 00:00:00-04:00,50.61066055297852,51.37840568550886,48.55445734870309,48.68524257626255,188874000.0,0.0,0.0,4.234844686928518
3,2019-08-14 00:00:00-04:00,49.104225158691406,49.99791053831623,49.06547371183353,49.20352435543669,146189600.0,0.0,0.0,-2.976517946668966
4,2019-08-15 00:00:00-04:00,48.85961151123047,49.68305939662477,48.35827438952529,49.27618030846511,108909600.0,0.0,0.0,-0.4981519343201346
5,2019-08-16 00:00:00-04:00,50.0124397277832,50.17228666904888,49.36821080368186,49.47477543119231,110481600.0,0.0,0.0,2.3594706975673674
6,2019-08-19 00:00:00-04:00,50.94487762451172,51.52128968358157,50.86737473172241,51.010266532818704,97654400.0,0.0,0.0,1.864411937917354
7,2019-08-20 00:00:00-04:00,50.947296142578125,51.67144852366853,50.93761012914206,51.0732364904941,107537200.0,0.0,0.0,0.00474732334079242
8,2019-08-21 00:00:00-04:00,51.49949264526367,51.74410421799624,51.24761563837854,51.5842609710986,86141600.0,0.0,0.0,1.0838583094580745
9,2019-08-22 00:00:00-04:00,51.45590591430664,51.935443100823775,51.04175764262705,51.63270432477024,89014800.0,0.0,0.0,-0.08463526283115641
10,2019-08-23 00:00:00-04:00,49.07759094238281,51.35660945741603,48.680397794764616,50.722066435878965,187272000.0,0.0,0.0,-4.622044699562011
11,2019-08-26 00:00:00-04:00,50.01001739501953,50.1795503439603,49.66368236775234,49.85743589320227,104174400.0,0.0,0.0,1.8999026535988506
12,2019-08-27 00:00:00-04:00,49.44571685791016,50.50893523042844,49.29313534098286,50.34182284437311,103493200.0,0.0,0.0,-1.1283750066553022
13,2019-08-28 00:00:00-04:00,49.77751922607422,49.82353611040387,49.24227915018272,49.43118784703167,63755200.0,0.0,0.0,0.6710437005444492
14,2019-08-29 00:00:00-04:00,50.62034606933594,50.69542839321655,50.05119936369388,50.49682997389558,83962000.0,0.0,0.0,1.6931877208139934
