,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return (%)
0,2019-08-12 00:00:00-04:00,504.30521300695983,510.717347696429,503.4533218216271,506.83343505859375,403900,0.0,0.0,0.0
1,2019-08-13 00:00:00-04:00,507.2458025113477,507.7953918523429,499.2306318170374,502.3267822265625,452200,0.0,0.0,-0.8891782823108874
2,2019-08-14 00:00:00-04:00,498.7267424501504,502.5923172408886,492.0856022137742,494.54052734375,472900,0.0,0.0,-1.5500377758677186
3,2019-08-15 00:00:00-04:00,495.841204533051,503.957121599253,494.1923810792589,500.4579772949219,359100,0.0,0.0,1.1965551100443506
4,2019-08-16 00:00:00-04:00,501.29158199086254,507.3372872491096,499.23970762223047,505.4686279296875,575000,0.0,0.0,1.001213061254247
5,2019-08-19 00:00:00-04:00,509.5082888070687,511.1022095425192,504.158766768085,509.0594482421875,279600,0.0,0.0,0.7103942982984668
6,2019-08-20 00:00:00-04:00,507.1915869981432,510.17267657426856,503.0419624227711,503.2904052734375,257600,2.46,0.0,-1.1332749030925293
7,2019-08-21 00:00:00-04:00,504.965006433836,507.9828796386719,501.7814672144806,507.9828796386719,198900,0.0,0.0,0.9323591938306341
8,2019-08-22 00:00:00-04:00,507.5596959722328,513.8071020553704,503.86090720256016,510.1175231933594,270500,0.0,0.0,0.42021958618090327
9,2019-08-23 00:00:00-04:00,512.8685563269356,514.6259638357127,503.4192478444994,505.51702880859375,319200,0.0,0.0,-0.9018499023453086
10,2019-08-26 00:00:00-04:00,506.0784055398617,514.1383670874043,506.05077581444215,514.0371704101562,203100,0.0,0.0,1.6854311756109963
11,2019-08-27 00:00:00-04:00,515.7024956565137,517.5242603389812,511.0652509384264,512.9698486328125,590000,0.0,0.0,-0.20763513589729943
12,2019-08-28 00:00:00-04:00,513.7426497599441,514.9203946915278,507.3204243939369,509.2986450195313,304000,0.0,0.0,-0.7156762961928131
13,2019-08-29 00:00:00-04:00,512.2245626195183,514.1475239206387,510.614401226325,513.15380859375,339500,0.0,0.0,0.7569553958013842
