Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-08-28 00:00:00-04:00,46.41758851250563,46.59961896576662,45.44554887796214,45.59663391113281,2621500,0.0,0.0
2019-08-29 00:00:00-04:00,46.19550670437504,46.59961293901316,45.77319707957086,46.177303314208984,2983000,0.0,0.0
2019-08-30 00:00:00-04:00,46.39027630328201,46.56138399397605,45.87331116461428,46.417579650878906,4342000,0.0,0.0
2019-09-03 00:00:00-04:00,46.21370748630358,47.267656983483974,45.57478345688415,47.04194259643555,4048500,0.0,0.0
2019-09-04 00:00:00-04:00,47.75186266032522,49.976266367154196,47.72091724258319,48.85314178466797,5372500,0.0,0.0
2019-09-05 00:00:00-04:00,49.311869661602174,49.78514752525634,48.87863718458475,49.34099578857422,3359000,0.0,0.0
2019-09-06 00:00:00-04:00,49.51209071297424,51.37425278834487,49.44473851476616,50.751712799072266,6189500,0.0,0.0
2019-09-09 00:00:00-04:00,50.78629875403585,51.35969342962953,50.666159148707585,51.03022003173828,2920000,0.0,0.0
2019-09-10 00:00:00-04:00,50.635212567521805,50.96468595784504,49.12982720442229,49.643150329589844,3668500,0.0,0.0
2019-09-11 00:00:00-04:00,49.725063932025904,50.55147982735796,49.226302130028955,50.18196105957031,2711000,0.0,0.0
2019-09-12 00:00:00-04:00,50.47685031363238,50.642496668798685,49.62495030885163,49.79241943359375,1977000,0.0,0.0
2019-09-13 00:00:00-04:00,49.87979313357565,50.6570602534672,49.58308444509518,50.107330322265625,2643000,0.0,0.0
2019-09-16 00:00:00-04:00,49.54120941329404,49.9525962877534,49.007863650337576,49.21719741821289,2449000,0.0,0.0
2019-09-17 00:00:00-04:00,49.310043814174406,49.50299352991539,48.370768875380094,49.177162170410156,3068500,0.0,0.0
2019-09-18 00:00:00-04:00,49.35008342088381,49.49934914241687,48.496364181641994,49.15167236328125,2350500,0.0,0.0
2019-09-19 00:00:00-04:00,49.053378484988194,50.118254361292536,48.9933104154632,49.37192916870117,3194000,0.0,0.0
2019-09-20 00:00:00-04:00,49.177155314841954,49.9089121664193,48.78942969581467,49.04609298706055,3036000,0.0,0.0
2019-09-23 00:00:00-04:00,48.62924246604704,48.86406028913691,48.29976910038328,48.54732894897461,2829000,0.0,0.0
2019-09-24 00:00:00-04:00,48.98420806126582,48.98420806126582,47.4369544093089,47.89202880859375,1885500,0.0,0.0
2019-09-25 00:00:00-04:00,47.502479666862186,48.51092245675699,47.13295745319297,48.29612731933594,3116500,0.0,0.0
2019-09-26 00:00:00-04:00,48.40352743765735,50.138272720689876,48.23788109643349,49.75782775878906,2669500,0.0,0.0
2019-09-27 00:00:00-04:00,49.757829275902544,50.58606795115835,46.526801987015936,47.45333480834961,8106000,0.0,0.0
2019-09-30 00:00:00-04:00,47.94117860979593,50.1801438671702,47.875649172622644,48.45268249511719,5962000,0.0,0.0
2019-10-01 00:00:00-04:00,48.42719833106879,48.71116501142183,46.48129971955147,47.82831954956055,3504500,0.0,0.0
2019-10-02 00:00:00-04:00,47.69179522179757,48.050391268933254,46.81623049778592,47.355037689208984,2897500,0.0,0.0
2019-10-03 00:00:00-04:00,47.59713401504546,48.3052295374156,47.20940842143747,47.86835861206055,3228000,0.0,0.0
2019-10-04 00:00:00-04:00,47.94116918091697,48.35983672128238,47.69542863193514,47.98849868774414,2717000,0.0,0.0
2019-10-07 00:00:00-04:00,47.96301892342536,48.50000333496592,47.7245590145039,48.1268424987793,2713500,0.0,0.0
2019-10-08 00:00:00-04:00,47.464256426239814,47.66994814514426,46.04260389690205,46.352054595947266,4040000,0.0,0.0
2019-10-09 00:00:00-04:00,46.54865057911155,47.03284762389694,46.191870337327586,46.674251556396484,2224500,0.0,0.0
2019-10-10 00:00:00-04:00,46.84353073933177,47.5625490273126,46.494034675114484,47.13842010498047,2724500,0.0,0.0
2019-10-11 00:00:00-04:00,48.034011674111305,49.91255795806693,47.69179624153968,48.92777633666992,4048500,0.0,0.0
2019-10-14 00:00:00-04:00,48.499998756794845,50.86092592373689,48.32889106362864,50.34760284423828,3965000,0.0,0.0
2019-10-15 00:00:00-04:00,50.498697908821505,52.24254337173326,50.46775248802836,52.11330032348633,5866500,0.0,0.0
2019-10-16 00:00:00-04:00,51.751060255712034,53.69877809201331,51.549007115178924,53.65690994262695,6997000,0.0,0.0
2019-10-17 00:00:00-04:00,53.52949028400326,53.69877870919547,52.15334436661291,52.57929611206055,3534500,0.0,0.0
2019-10-18 00:00:00-04:00,52.60112880693429,53.02708047713003,51.851168612676695,52.06596374511719,3289000,0.0,0.0
2019-10-21 00:00:00-04:00,52.808646327429976,52.970654070757334,51.14671463703475,51.21952819824219,2770500,0.0,0.0
2019-10-22 00:00:00-04:00,51.55628670036666,51.91306345971983,49.675921107516146,49.92348098754883,3852000,0.0,0.0
2019-10-23 00:00:00-04:00,49.626776620806744,50.032702226403615,48.96236838313999,49.30276107788086,4429500,0.0,0.0
2019-10-24 00:00:00-04:00,49.76693094130405,52.05868677283096,49.64861063876055,51.49257278442383,3836500,0.0,0.0
2019-10-25 00:00:00-04:00,51.492578115653416,52.02410467548179,50.931925433556074,51.17948532104492,3303000,0.0,0.0
2019-10-28 00:00:00-04:00,51.361516341502224,52.384524092304694,51.04296565039031,51.636383056640625,2034500,0.0,0.0
2019-10-29 00:00:00-04:00,51.53990495190915,51.79838757322119,50.9228262573175,51.57085037231445,1953000,0.0,0.0
2019-10-30 00:00:00-04:00,51.71829901389554,52.17701203061759,51.18859172101595,52.08599853515625,1805000,0.0,0.0
2019-10-31 00:00:00-04:00,52.09326768399668,52.42274104770713,51.4598050074276,52.03501892089844,2323000,0.0,0.0
2019-11-01 00:00:00-04:00,52.424570747293465,53.32743890626101,51.94583505014812,52.704898834228516,2570500,0.0,0.0
2019-11-04 00:00:00-05:00,54.28673691094428,56.290884324646576,54.28673691094428,56.014198303222656,5558000,0.0,0.0
2019-11-05 00:00:00-05:00,56.15618099319686,56.24901378100764,53.360201718249726,53.52402877807617,4405000,0.0,0.0
2019-11-06 00:00:00-05:00,53.59319986593154,55.160476180056996,53.27646847856831,54.48332595825195,3154000,0.0,0.0
2019-11-07 00:00:00-05:00,54.916557915289516,55.32794485598777,54.31039849793747,54.632591247558594,2155500,0.0,0.0
2019-11-08 00:00:00-05:00,54.33588705406453,54.51791751850216,53.81710248717979,54.434181213378906,1168000,0.0,0.0
2019-11-11 00:00:00-05:00,54.12290494910782,54.12290494910782,53.278285635448654,53.7479248046875,1540000,0.0,0.0
2019-11-12 00:00:00-05:00,54.24850620311193,54.334061796632085,53.516745830062604,53.96818161010742,1780500,0.0,0.0
2019-11-13 00:00:00-05:00,52.95244733349068,54.01368096461397,52.81228505616147,53.70058822631836,2360500,0.0,0.0
2019-11-14 00:00:00-05:00,53.81892207980253,53.81892207980253,52.28259106215078,52.730384826660156,2228000,0.0,0.0
2019-11-15 00:00:00-05:00,53.10717920629005,53.64598988766653,52.866899987169354,53.01252365112305,1352000,0.0,0.0
2019-11-18 00:00:00-05:00,52.85415552381006,53.24916182064224,52.42456521415611,52.832313537597656,1627500,0.0,0.0
2019-11-19 00:00:00-05:00,53.17271440271766,53.250985866886026,52.02956702905605,52.515586853027344,2620500,0.0,0.0
2019-11-20 00:00:00-05:00,51.878480268408566,52.684873528838395,51.616359059493256,52.389984130859375,2964000,0.0,0.0
2019-11-21 00:00:00-05:00,53.69877768746071,55.60826942721833,52.5465303945866,53.587738037109375,7257000,0.0,0.0
